cont_ID,cvd_25_death_urban_est,cvd_25_death_urban_lb,cvd_25_death_urban_ub,cvd_25_death_rural_est,cvd_25_death_rural_lb,cvd_25_death_rural_ub,cvd_25_death_total_est,cvd_25_death_total_lb,cvd_25_death_total_ub,year
5,0.1051773521265501,0.0545000209679117,0.1546898422667434,139.35263215193416,74.58577895896109,208.1215313307271,139.45780950406072,74.640278979929,208.27622117299384,1990
5,0.1118435998970979,0.0579421845454637,0.1681168306624498,138.91408918628193,74.29753671134029,207.81794304895655,139.02593278617903,74.35547889588575,207.98605987961903,1991
5,0.1158802504456818,0.0630548305410627,0.1722447061782838,125.98096419871466,67.06014374419031,188.99940527915604,126.09684444916034,67.12319857473138,189.1716499853343,1992
5,0.1122536958196747,0.0592322340706994,0.1699912115912426,133.41116853249574,71.19930843375249,200.51249057707588,133.5234222283154,71.2585406678232,200.68248178866716,1993
5,0.0181766281293257,0.0104956218026035,0.0276249918223769,136.5995785226306,72.89037586541951,205.21660868607609,136.61775515075993,72.90087148722212,205.24423367789845,1994
5,0.4854012068591643,0.2597983079536261,0.7672847047062396,139.94030800679994,74.72200085199512,209.49049394598123,140.4257092136591,74.98179915994875,210.25777865068747,1995
5,0.0082640739471737,0.0041861841420413,0.012759790712046,136.4928920909632,72.99478877157767,203.90115515379696,136.50115616491038,72.99897495571972,203.913914944509,1996
5,10.315501306025624,5.592375414295352,15.500015308239607,141.83036362573594,75.79647745637729,212.42732193831563,152.14586493176157,81.38885287067264,227.92733724655525,1997
5,0.4260598951818354,0.227686460227426,0.6476642421598037,144.41907564595428,76.93594120229466,217.23568678017625,144.8451355411361,77.16362766252209,217.88335102233603,1998
5,0.3436100095178859,0.1849569287795673,0.5133286335015279,141.2391525870149,75.45997269152521,211.54204164902944,141.58276259653277,75.64492962030478,212.05537028253096,1999
5,0.1796761378853544,0.0898471074867913,0.2705633549459263,134.54066298035283,71.7777376945655,201.909314151042,134.7203391182382,71.86758480205229,202.1798775059879,2000
5,55.12349211642219,29.701777710109138,83.19521605960813,138.6198463171601,73.96351145091023,207.80883804641164,193.7433384335823,103.66528916101936,291.0040541060198,2001
5,25.9679446909291,13.77548168718483,39.21099824843845,130.5635613026471,69.6357267924608,196.4040681029288,156.5315059935762,83.41120847964564,235.61506635136723,2002
5,3.5777574367429112,1.881369511076805,5.41310530523852,129.17368166094104,68.76369909338169,195.0831652398356,132.75143909768394,70.64506860445849,200.4962705450741,2003
5,2.443200102468995,1.2860242356304583,3.725725273848849,119.48908288867436,63.59478338681177,180.38949702105347,121.93228299114335,64.88080762244223,184.1152222949023,2004
5,1.9957605784712205,1.059755234272216,3.010200136982392,121.03464536665172,64.43306154696617,182.52941346777263,123.03040594512296,65.49281678123839,185.53961360475503,2005
5,20.50216114781413,10.910425237504947,31.08848120714033,117.81376400022523,62.767461745713625,177.5366119905923,138.31592514803936,73.67788698321857,208.6250931977326,2006
5,8.333496271373788,4.451178334453299,12.648170791255966,118.71930197931844,63.19093248313741,178.81961290350287,127.05279825069223,67.6421108175907,191.46778369475885,2007
5,1.1554023709853565,0.6287020087221424,1.7595154650393765,111.52603194013896,59.25127419527162,169.0341636021936,112.68143431112432,59.87997620399376,170.79367906723297,2008
5,1.686440000002546,0.8854675346847073,2.561331456097395,100.68449014409316,53.38589447142554,152.72422937482676,102.37093014409572,54.271362006110245,155.28556083092417,2009
5,1.8706284817235737,0.983516338910349,2.8474311293537413,104.57217675725546,55.52667573662621,158.2420686263331,106.44280523897903,56.51019207553656,161.08949975568683,2010
5,1.3175665690230696,0.684795642071421,2.034883691016544,103.55456074449724,55.04577449908539,156.52045415640416,104.87212731352032,55.73057014115681,158.5553378474207,2011
5,0.9806335430963584,0.5161951708543195,1.4839161787538888,97.2236194601112,51.563756903214575,147.28269948981452,98.20425300320755,52.07995207406889,148.76661566856842,2012
5,0.4834788431596258,0.2555242687313287,0.7301094528828275,91.98789837874206,48.73943323188175,139.74205612583023,92.47137722190168,48.99495750061308,140.47216557871306,2013
5,1.9751878831470275,1.0354728052608784,3.0253974525534595,93.3564215563144,49.42843292761607,142.07859635498198,95.33160943946142,50.46390573287695,145.10399380753543,2014
5,0.512735673105216,0.2725969617312776,0.7868591550766637,100.54983883733884,53.24768625576599,152.94744723273715,101.06257451044408,53.52028321749727,153.7343063878138,2015
5,2.7814099423156176,1.4604356117427102,4.316841064641349,100.85999820383452,53.41623194171382,153.45548932694302,103.64140814615013,54.87666755345653,157.77233039158438,2016
5,3.1301160038126845,1.646585296827684,4.8175093958159865,93.24146743814916,49.321542774822085,142.31515154116738,96.37158344196186,50.968128071649765,147.13266093698337,2017
5,1.7657935784402858,0.9203119377359228,2.7730321131571496,94.65451237458744,50.0369999823729,144.88967746087238,96.42030595302772,50.95731192010882,147.66270957402952,2018
5,1.920617587227316,0.981741761614824,2.990195866422221,95.39295018884836,50.309679630532536,146.47564729092892,97.31356777607569,51.29142139214736,149.46584315735117,2019
