cont_ID,cvd_25_death_urban_est,cvd_25_death_urban_lb,cvd_25_death_urban_ub,cvd_25_death_rural_est,cvd_25_death_rural_lb,cvd_25_death_rural_ub,cvd_25_death_total_est,cvd_25_death_total_lb,cvd_25_death_total_ub,year
4,602.7167907740659,322.8586618731477,894.4973136919231,1580.2539871601766,844.4270503557927,2359.578610551708,2182.9707779342425,1167.2857122289406,3254.0759242436307,1990
4,546.570594155936,289.5408576585518,809.9690607417087,1679.659574425334,899.0289200575918,2503.5876534153163,2226.23016858127,1188.5697777161436,3313.556714157025,1991
4,370.9445845498407,197.99215355967465,552.3162630841241,1693.3744074967835,905.2228130825408,2526.8663119952585,2064.3189920466243,1103.2149666422156,3079.1825750793823,1992
4,474.6365178128371,255.0310592096551,707.6317011343868,1791.495984905799,957.2046550052644,2679.645471438744,2266.1325027186363,1212.2357142149194,3387.2771725731304,1993
4,716.2710579340235,384.1008216436447,1070.783199748783,1871.7521165418289,999.6649241080274,2805.680033742651,2588.023174475852,1383.765745751672,3876.463233491434,1994
4,726.7035299138009,388.3688863277646,1095.287727570015,1961.0762494966584,1045.0515797052344,2951.3241405046297,2687.7797794104595,1433.420466032999,4046.611868074645,1995
4,668.4526805661467,355.6617884649567,1004.5407587016784,1796.9135672026275,957.2943609565316,2705.652677348619,2465.3662477687744,1312.9561494214884,3710.193436050298,1996
4,952.3918628116404,505.5511377633771,1435.8551890674469,1880.363746444656,1001.8719601167928,2828.855368116065,2832.755609256296,1507.42309788017,4264.710557183512,1997
4,1123.2753026199327,599.0969975966797,1683.4624726839083,1859.445151129685,991.2897848038182,2794.535867891738,2982.7204537496177,1590.386782400498,4477.998340575647,1998
4,1517.914034615517,809.082759337498,2265.371879623498,1868.189853493884,996.6268813988784,2804.9513164903806,3386.103888109401,1805.7096407363763,5070.323196113879,1999
4,1235.4785779772203,663.739728708666,1842.510191317141,1585.267946596593,845.9768970027912,2376.9186451575824,2820.746524573813,1509.7166257114573,4219.428836474724,2000
4,1240.5309202853325,662.01641554296,1855.7931188037765,1639.373472394243,875.2944083736076,2457.570109798747,2879.9043926795757,1537.3108239165676,4313.363228602524,2001
4,1848.0009678274776,986.1711850400936,2762.2150470358097,1706.5009394404958,910.6347815225828,2557.494419169077,3554.5019072679734,1896.8059665626763,5319.709466204887,2002
4,1594.567655253308,853.6274946292572,2397.9263393602887,1669.3116885241982,889.7848144891062,2509.1798515906926,3263.879343777506,1743.4123091183633,4907.106190950981,2003
4,1595.7406359756528,845.408792123662,2412.9168079684314,1719.1479308889525,915.4120754201546,2592.933878042013,3314.8885668646053,1760.8208675438166,5005.850686010444,2004
4,1623.8942070331084,863.8599839198345,2460.586570369348,1624.7969190889562,863.673270326581,2460.4315595607454,3248.691126122065,1727.5332542464157,4921.018129930093,2005
4,1429.6569324049374,757.7914773023282,2149.488128291108,1515.8667320467807,807.039132187011,2287.3106892168853,2945.523664451718,1564.8306094893392,4436.798817507994,2006
4,2646.597337063302,1413.7553477862632,3976.881569171672,1752.9674293433968,933.418721334375,2645.2616206209,4399.564766406698,2347.1740691206383,6622.143189792572,2007
4,2019.7278681513612,1077.647754554756,3030.792647878678,1519.812404550465,809.4188756218975,2292.0472471416247,3539.540272701827,1887.0666301766532,5322.839895020303,2008
4,1738.4747004163708,929.9491163603112,2603.2844173801022,1405.7790061472706,748.811047237299,2117.174045086129,3144.2537065636416,1678.7601635976102,4720.458462466231,2009
4,2522.2434235932697,1346.2289949390413,3790.02483249834,1647.150470734641,877.1909725411707,2482.3635469215787,4169.393894327911,2223.419967480212,6272.388379419919,2010
4,2675.727818608351,1424.223492152226,3997.976174644437,1470.6132431901256,782.6935273128923,2218.2956325453188,4146.341061798476,2206.9170194651183,6216.271807189756,2011
4,3051.494910686868,1629.5921226545502,4580.565569875158,1543.8301044932307,820.5245529386394,2336.9195821487456,4595.3250151800985,2450.116675593189,6917.485152023904,2012
4,2047.2655808107625,1084.323224775733,3067.162564624316,1350.7510495691972,717.4154558143105,2045.7664901365424,3398.01663037996,1801.7386805900435,5112.929054760858,2013
4,3114.344855352666,1671.2201691881455,4685.667572959919,1419.6312566919842,753.7896271597346,2151.1029482612657,4533.97611204465,2425.00979634788,6836.770521221185,2014
4,2322.920892593033,1235.3326243350964,3517.7314215268307,1530.256413520371,811.1183915769158,2328.947839202269,3853.177306113405,2046.4510159120125,5846.679260729099,2015
4,2377.369112096841,1265.680938455229,3603.437866806442,1412.0336344318869,747.434454328289,2155.600909971246,3789.402746528728,2013.115392783518,5759.038776777688,2016
4,2382.929392436863,1260.2209590298223,3646.298955190399,1429.659701555187,752.5706204606124,2204.2376854552467,3812.58909399205,2012.7915794904347,5850.536640645645,2017
4,2384.4909070392496,1253.0637993220198,3678.445926222305,1355.7680158177725,710.3119620409786,2108.906533269102,3740.258922857022,1963.3757613629984,5787.352459491407,2018
4,2421.69850219458,1271.6275865675627,3741.415021848119,1359.447502953426,709.6327761173565,2127.599287281726,3781.146005148006,1981.260362684919,5869.014309129845,2019
